CELL_ID,GRID_ID,,,RSRP,,
18472961,11635620|3981080,11635620,3981080,-96.29,116.3562,39.8108
126890885,11650660|4020240,11650660,4020240,-100,116.5066,40.2024
20532226,11683080|3975860,11683080,3975860,-95.62,116.8308,39.7586
20864003,11671000|4006160,11671000,4006160,-98.42,116.71,40.0616
23831242,11643520|4002760,11643520,4002760,-94.79,116.4352,40.0276
18798092,11709000|4013840,11709000,4013840,-67.78,117.09,40.1384
20621059,11669980|3966500,11669980,3966500,-100.23,116.6998,39.665
20797953,11674820|4010920,11674820,4010920,-100.14,116.7482,40.1092
25204939,11680800|3972760,11680800,3972760,-88.45,116.808,39.7276
20743426,11679980|4009800,11679980,4009800,-86.44,116.7998,40.098
20796673,11680860|4004720,11680860,4004720,-92.68,116.8086,40.0472
20580354,11711800|4015700,11711800,4015700,-89.57,117.118,40.157
226605770,11642740|3990740,11642740,3990740,-82.81,116.4274,39.9074
24529865,11691160|3980960,11691160,3980960,-88.78,116.9116,39.8096
25215945,11684020|3974600,11684020,3974600,-81.92,116.8402,39.746
18870284,11639520|3982700,11639520,3982700,-72.62,116.3952,39.827
20629763,11677160|3972020,11677160,3972020,-87.03,116.7716,39.7202
20743683,11684460|4011660,11684460,4011660,-99.72,116.8446,40.1166
129166467,11703400|4026840,11703400,4026840,-91.27,117.034,40.2684
22294475,11701620|4007320,11701620,4007320,-79.72,117.0162,40.0732
18950147,11658880|3983800,11658880,3983800,-80.5,116.5888,39.838
19140872,11638180|3997500,11638180,3997500,-102.12,116.3818,39.975
20948744,11649280|3986980,11649280,3986980,-85.36,116.4928,39.8698
126890885,11650660|4020420,11650660,4020420,-94.92,116.5066,40.2042
18781442,11638920|3983760,11638920,3983760,-94.48,116.3892,39.8376
11143060,11657780|4008100,11657780,4008100,-89.22,116.5778,40.081
25215945,11683860|3974460,11683860,3974460,-85.15,116.8386,39.7446
20932622,11636660|4002940,11636660,4002940,-90.47,116.3666,40.0294
126924421,11681600|4014000,11681600,4014000,-97.14,116.816,40.14
19951627,11636520|4008880,11636520,4008880,-95.25,116.3652,40.0888
20575233,11716900|4012520,11716900,4012520,-92,117.169,40.1252
20946440,11647660|3999720,11647660,3999720,-79.75,116.4766,39.9972
22234059,11680260|4004060,11680260,4004060,-102,116.8026,40.0406
18737153,11648100|3992160,11648100,3992160,-93.96,116.481,39.9216
20481795,11679740|3972420,11679740,3972420,-92.65,116.7974,39.7242
127231109,11664540|3986240,11664540,3986240,-93.8,116.6454,39.8624
19034370,11716720|4012480,11716720,4012480,-88.18,117.1672,40.1248
18048259,11641080|4006040,11641080,4006040,-69.63,116.4108,40.0604
20845827,11679860|4005960,11679860,4005960,-93.88,116.7986,40.0596
22262731,11667120|4030100,11667120,4030100,-89.45,116.6712,40.301
19005955,11656000|3974640,11656000,3974640,-86.56,116.56,39.7464
227769289,11645120|3993160,11645120,3993160,-98.29,116.4512,39.9316
23036618,11678760|4027860,11678760,4027860,-93.19,116.7876,40.2786
23873225,11649400|3993500,11649400,3993500,-95.23,116.494,39.935
127009212,11655240|3995760,11655240,3995760,-101.82,116.5524,39.9576
20514059,11666420|3986900,11666420,3986900,-100.6,116.6642,39.869
5049091,11669620|3967220,11669620,3967220,-92.36,116.6962,39.6722
11229573,11700880|4006460,11700880,4006460,-92.46,117.0088,40.0646
227128265,11649220|3980420,11649220,3980420,-87.33,116.4922,39.8042
23459529,11590080|4037020,11590080,4037020,-77.2,115.9008,40.3702
20466747,11719780|4015640,11719780,4015640,-103.92,117.1978,40.1564
20906499,11660360|4014160,11660360,4014160,-82.82,116.6036,40.1416
25656011,11641980|3983620,11641980,3983620,-97.2,116.4198,39.8362
127292035,11630740|3984320,11630740,3984320,-80.66,116.3074,39.8432
23146699,11649940|3976100,11649940,3976100,-84.53,116.4994,39.761
18180619,11630180|4008180,11630180,4008180,-91.44,116.3018,40.0818
18814516,11650800|3990700,11650800,3990700,-83.17,116.508,39.907
25215945,11684120|3974720,11684120,3974720,-80.08,116.8412,39.7472
23062219,11633920|3982100,11633920,3982100,-85.65,116.3392,39.821
18919938,11644540|3983660,11644540,3983660,-98.38,116.4454,39.8366
23028179,11669620|4012900,11669620,4012900,-102.93,116.6962,40.129
18594563,11633640|3983000,11633640,3983000,-81.39,116.3364,39.83
20942339,11678520|4003400,11678520,4003400,-92.07,116.7852,40.034
19343874,11664820|4031420,11664820,4031420,-81.43,116.6482,40.3142
20866563,11669320|4004180,11669320,4004180,-92.22,116.6932,40.0418
17974785,11632000|3995580,11632000,3995580,-80.5,116.32,39.9558
19333645,11662500|4013020,11662500,4013020,-104,116.625,40.1302
22288587,11698660|4009140,11698660,4009140,-96.55,116.9866,40.0914
23920586,11656640|4010220,11656640,4010220,-92.52,116.5664,40.1022
18948098,11655160|3989660,11655160,3989660,-82.27,116.5516,39.8966
19001613,11669380|3986060,11669380,3986060,-89.05,116.6938,39.8606
22744275,11635940|4008600,11635940,4008600,-93.05,116.3594,40.086
22442185,11637960|3994780,11637960,3994780,-90.83,116.3796,39.9478
227381193,11647980|3995820,11647980,3995820,-87.89,116.4798,39.9582
22222281,11694300|4014960,11694300,4014960,-106.85,116.943,40.1496
23026133,11664020|4011620,11664020,4011620,-85,116.6402,40.1162
20848908,11660600|3986940,11660600,3986940,-89.56,116.606,39.8694
19009285,11666240|3987960,11666240,3987960,-85.82,116.6624,39.8796
129740163,11641000|4005860,11641000,4005860,-87.94,116.41,40.0586
4545032,11648020|3999760,11648020,3999760,-91.97,116.4802,39.9976
19202819,11659020|4005300,11659020,4005300,-85.73,116.5902,40.053
227358411,11649800|4000040,11649800,4000040,-95.75,116.498,40.0004
126889605,11670940|4026560,11670940,4026560,-105.25,116.7094,40.2656
19042561,11710480|4017100,11710480,4017100,-97.45,117.1048,40.171
226708939,11649300|4017240,11649300,4017240,-97.69,116.493,40.1724
127168900,11709800|4011520,11709800,4011520,-91.35,117.098,40.1152
20861187,11648500|4011420,11648500,4011420,-92.49,116.485,40.1142
20481795,11679060|3972240,11679060,3972240,-95.18,116.7906,39.7224
25221321,11675620|4006460,11675620,4006460,-90.65,116.7562,40.0646
20878595,11675480|4003320,11675480,4003320,-102.94,116.7548,40.0332
20867586,11667340|4001120,11667340,4001120,-91.62,116.6734,40.0112
228085706,11673640|3990240,11673640,3990240,-91.96,116.7364,39.9024
226605770,11642720|3990680,11642720,3990680,-87.78,116.4272,39.9068
22054602,11654560|3984420,11654560,3984420,-97.41,116.5456,39.8442
126878340,11676960|4008420,11676960,4008420,-93.43,116.7696,40.0842
19249671,11646760|3994240,11646760,3994240,-102.5,116.4676,39.9424
18514700,11633380|3975420,11633380,3975420,-102.5,116.3338,39.7542
227415243,11649760|3998400,11649760,3998400,-83.29,116.4976,39.984
18522371,11634380|3988120,11634380,3988120,-84.25,116.3438,39.8812
25262282,11668820|4037180,11668820,4037180,-99.42,116.6882,40.3718
20532226,11682820|3973740,11682820,3973740,-97.36,116.8282,39.7374
23078858,11669500|3967040,11669500,3967040,-94.38,116.695,39.6704
19323393,11644840|4001420,11644840,4001420,-87.49,116.4484,40.0142
127285643,11650520|3980580,11650520,3980580,-82,116.5052,39.8058
20841219,11664280|4005820,11664280,4005820,-90.13,116.6428,40.0582
19455758,11665480|4006600,11665480,4006600,-90.66,116.6548,40.066
228113867,11667380|3990840,11667380,3990840,-92.2,116.6738,39.9084
22575305,11611520|3972880,11611520,3972880,-79.38,116.1152,39.7288
22881481,11643300|3998160,11643300,3998160,-87.82,116.433,39.9816
129804419,11709060|4015940,11709060,4015940,-99.7,117.0906,40.1594
129171332,11699920|4013920,11699920,4013920,-78.06,116.9992,40.1392
24505291,11703380|4026760,11703380,4026760,-80.69,117.0338,40.2676
226813385,11663760|4012900,11663760,4012900,-89.88,116.6376,40.129
22413515,11710680|4011880,11710680,4011880,-86,117.1068,40.1188
19387649,11684680|4046000,11684680,4046000,-97.38,116.8468,40.46
19413251,11673300|4032420,11673300,4032420,-95.85,116.733,40.3242
22859211,11675600|4023000,11675600,4023000,-98.21,116.756,40.23
227536863,11710760|4013560,11710760,4013560,-98.42,117.1076,40.1356
127782275,11642020|3983080,11642020,3983080,-93.11,116.4202,39.8308
20481795,11678900|3972180,11678900,3972180,-95.13,116.789,39.7218
22815740,11662620|4026860,11662620,4026860,-102.21,116.6262,40.2686
20500739,11699580|4006900,11699580,4006900,-86.81,116.9958,40.069
126888591,11660720|4011680,11660720,4011680,-82.8,116.6072,40.1168
23033083,11650680|4020220,11650680,4020220,-96.85,116.5068,40.2022
129071237,11663560|4007080,11663560,4007080,-92.19,116.6356,40.0708
22818251,11669240|4041980,11669240,4041980,-91.05,116.6924,40.4198
22265547,11665120|4035620,11665120,4035620,-92.18,116.6512,40.3562
22428891,11639300|3990520,11639300,3990520,-87.91,116.393,39.9052
23112906,11716580|4035540,11716580,4035540,-101.56,117.1658,40.3554
22306506,11666400|3985800,11666400,3985800,-95.5,116.664,39.858
20781315,11657500|3983940,11657500,3983940,-95.31,116.575,39.8394
22294475,11701680|4007320,11701680,4007320,-81.47,117.0168,40.0732
126949779,11648980|3991060,11648980,3991060,-89.47,116.4898,39.9106
20580611,11711400|4015700,11711400,4015700,-90.11,117.114,40.157
127364739,11715620|4011980,11715620,4011980,-97.5,117.1562,40.1198
20722690,11711200|4060200,11711200,4060200,-103.19,117.112,40.602
22294475,11701600|4007320,11701600,4007320,-82.34,117.016,40.0732
20531713,11684660|3973040,11684660,3973040,-93.2,116.8466,39.7304
22265547,11665080|4035500,11665080,4035500,-94.21,116.6508,40.355
11143085,11658040|4008200,11658040,4008200,-89.58,116.5804,40.082
22359499,11650840|3973840,11650840,3973840,-87.33,116.5084,39.7384
4545032,11647940|3999640,11647940,3999640,-101.17,116.4794,39.9964
18429187,11612960|3973860,11612960,3973860,-83.38,116.1296,39.7386
227371977,11650140|3994580,11650140,3994580,-97.41,116.5014,39.9458
226794699,11644700|3982060,11644700,3982060,-91.84,116.447,39.8206
24013259,11704280|4016240,11704280,4016240,-91.39,117.0428,40.1624
18456323,11622260|3989000,11622260,3989000,-100.93,116.2226,39.89
20845315,11678180|4017780,11678180,4017780,-97.68,116.7818,40.1778
25246155,11635340|4039000,11635340,4039000,-96.8,116.3534,40.39
19343874,11664540|4031980,11664540,4031980,-89.53,116.6454,40.3198
22312905,11659400|3975800,11659400,3975800,-86.17,116.594,39.758
129810576,11676880|3994080,11676880,3994080,-88.03,116.7688,39.9408
20580108,11710100|4011960,11710100,4011960,-87.04,117.101,40.1196
22415561,11702560|4014260,11702560,4014260,-88.86,117.0256,40.1426
129804419,11709100|4015940,11709100,4015940,-90.24,117.091,40.1594
127168900,11709640|4011600,11709640,4011600,-88.55,117.0964,40.116
127368068,11700080|4003720,11700080,4003720,-94.83,117.0008,40.0372
24486612,11651680|3975520,11651680,3975520,-93.37,116.5168,39.7552
20507649,11678460|3972140,11678460,3972140,-94.64,116.7846,39.7214
24511434,11717000|4012520,11717000,4012520,-76.63,117.17,40.1252
24023235,11716240|4034900,11716240,4034900,-83.81,117.1624,40.349
227583433,11651080|3977340,11651080,3977340,-75.15,116.5108,39.7734
227128267,11648820|3980380,11648820,3980380,-86.78,116.4882,39.8038
22815683,11662520|4026800,11662520,4026800,-100.87,116.6252,40.268
126886531,11673820|4013420,11673820,4013420,-105.1,116.7382,40.1342
127001731,11661680|3986800,11661680,3986800,-105.65,116.6168,39.868
20930818,11681620|4013980,11681620,4013980,-90.8,116.8162,40.1398
19286019,11646080|3993500,11646080,3993500,-98.93,116.4608,39.935
129179012,11647940|3979340,11647940,3979340,-77.18,116.4794,39.7934
129093764,11649020|4010100,11649020,4010100,-85.91,116.4902,40.101
23231689,11689840|3978260,11689840,3978260,-89.18,116.8984,39.7826
25205450,11682400|3975320,11682400,3975320,-100,116.824,39.7532
227415241,11649720|3998680,11649720,3998680,-87.18,116.4972,39.9868
227284683,11639480|3982640,11639480,3982640,-70.46,116.3948,39.8264
128992659,11655000|4015060,11655000,4015060,-86.88,116.55,40.1506
25219787,11685640|4005660,11685640,4005660,-96.73,116.8564,40.0566
24027339,11702060|4008420,11702060,4008420,-88.48,117.0206,40.0842
23928011,11694380|4014900,11694380,4014900,-102.03,116.9438,40.149
22815740,11662460|4026760,11662460,4026760,-103.43,116.6246,40.2676
227780812,11649400|3989040,11649400,3989040,-95.11,116.494,39.8904
127171717,11709080|4015900,11709080,4015900,-95.9,117.0908,40.159
24044235,11618880|3985540,11618880,3985540,-91.57,116.1888,39.8554
18806323,11650020|3987940,11650020,3987940,-93.61,116.5002,39.8794
20862978,11657940|4024900,11657940,4024900,-100,116.5794,40.249
20495873,11654220|3989380,11654220,3989380,-91.12,116.5422,39.8938
23900362,11655360|4011660,11655360,4011660,-93.6,116.5536,40.1166
22816714,11669160|4041900,11669160,4041900,-90.15,116.6916,40.419
20942101,11648980|4020120,11648980,4020120,-93.23,116.4898,40.2012
127199108,11649620|3971380,11649620,3971380,-89.64,116.4962,39.7138
20844545,11678040|4019820,11678040,4019820,-92,116.7804,40.1982
127231109,11664900|3986180,11664900,3986180,-94.78,116.649,39.8618
20339459,11653160|3976680,11653160,3976680,-91.2,116.5316,39.7668
4425473,11658060|3970120,11658060,3970120,-106.62,116.5806,39.7012
23840217,11641720|4003660,11641720,4003660,-105.32,116.4172,40.0366
22414537,11709120|4008800,11709120,4008800,-92.92,117.0912,40.088
228111050,11673380|3969900,11673380,3969900,-90.25,116.7338,39.699
19314693,11644500|3997320,11644500,3997320,-101.04,116.445,39.9732
25243092,11663680|4029840,11663680,4029840,-90.11,116.6368,40.2984
129171332,11699960|4013900,11699960,4013900,-82.26,116.9996,40.139
17989894,11641460|4015780,11641460,4015780,-90.33,116.4146,40.1578
20492801,11704300|4014480,11704300,4014480,-77.11,117.043,40.1448
19042561,11710460|4017120,11710460,4017120,-95.85,117.1046,40.1712
25221577,11649580|4014740,11649580,4014740,-98.85,116.4958,40.1474
127778179,11640300|3983080,11640300,3983080,-77.71,116.403,39.8308
20833537,11654280|3984240,11654280,3984240,-82.53,116.5428,39.8424
19423491,11663600|4019580,11663600,4019580,-96.77,116.636,40.1958
19376652,11663260|4012740,11663260,4012740,-98.21,116.6326,40.1274
19328258,11663680|4029640,11663680,4029640,-100.98,116.6368,40.2964
18890509,11709860|4014440,11709860,4014440,-81.27,117.0986,40.1444
127777923,11639500|3983180,11639500,3983180,-69.74,116.395,39.8318
18003206,11630380|3998380,11630380,3998380,-77.88,116.3038,39.9838
24529865,11691320|3980100,11691320,3980100,-92.4,116.9132,39.801
20803074,11693300|4005960,11693300,4005960,-95.79,116.933,40.0596
22961875,11641560|4003580,11641560,4003580,-83.66,116.4156,40.0358
19406387,11657920|4006620,11657920,4006620,-96.36,116.5792,40.0662
20478979,11654580|3983220,11654580,3983220,-99,116.5458,39.8322
127404164,11614180|3973380,11614180,3973380,-79.82,116.1418,39.7338
11505029,11711140|4016500,11711140,4016500,-89.36,117.1114,40.165
23033085,11649720|4021160,11649720,4021160,-87.71,116.4972,40.2116
20743426,11680000|4009860,11680000,4009860,-88.19,116.8,40.0986
18590721,11613000|3973840,11613000,3973840,-84.03,116.13,39.7384
11046277,11700000|4006420,11700000,4006420,-75.82,117,40.0642
18919937,11644420|3983720,11644420,3983720,-96.6,116.4442,39.8372
23110345,11700920|4007060,11700920,4007060,-83.43,117.0092,40.0706
127020932,11659960|3988780,11659960,3988780,-105.34,116.5996,39.8878
19044866,11707660|4019280,11707660,4019280,-97.12,117.0766,40.1928
19328002,11665400|4031700,11665400,4031700,-96.35,116.654,40.317
24515275,11696320|4006140,11696320,4006140,-98.97,116.9632,40.0614
25122500,11649960|3976140,11649960,3976140,-83.79,116.4996,39.7614
23975633,11656380|3979040,11656380,3979040,-94.68,116.5638,39.7904
11124356,11648980|3989300,11648980,3989300,-80.67,116.4898,39.893
22816715,11669100|4041840,11669100,4041840,-98.08,116.691,40.4184
22834634,11656920|4026700,11656920,4026700,-89.93,116.5692,40.267
11123354,11687660|4004840,11687660,4004840,-95.17,116.8766,40.0484
129051524,11657080|4032020,11657080,4032020,-103.92,116.5708,40.3202
22272971,11663720|4029920,11663720,4029920,-95.33,116.6372,40.2992
22744275,11635640|4008800,11635640,4008800,-87.13,116.3564,40.088
18950147,11658580|3983780,11658580,3983780,-99.13,116.5858,39.8378
19081733,11637760|3996660,11637760,3996660,-96.32,116.3776,39.9666
19365633,11682200|4034000,11682200,4034000,-84.94,116.822,40.34
24034507,11706820|4027980,11706820,4027980,-85.27,117.0682,40.2798
126918532,11688640|4005760,11688640,4005760,-82.6,116.8864,40.0576
20531713,11685660|3972960,11685660,3972960,-97.54,116.8566,39.7296
23231435,11672320|3985080,11672320,3985080,-89.56,116.7232,39.8508
19343875,11664680|4031960,11664680,4031960,-89.19,116.6468,40.3196
20452611,11658280|3989700,11658280,3989700,-89,116.5828,39.897
22458057,11644580|3978740,11644580,3978740,-85.8,116.4458,39.7874
22866891,11658660|3983820,11658660,3983820,-100.05,116.5866,39.8382
17950469,11636660|3993240,11636660,3993240,-85.21,116.3666,39.9324
126918532,11688720|4005780,11688720,4005780,-84.27,116.8872,40.0578
20929283,11648880|4019600,11648880,4019600,-86.57,116.4888,40.196
18814989,11651120|3986680,11651120,3986680,-105,116.5112,39.8668
127342211,11649680|3980180,11649680,3980180,-82.1,116.4968,39.8018
25263307,11673260|4032760,11673260,4032760,-92.71,116.7326,40.3276
18446593,11624040|3984960,11624040,3984960,-94.43,116.2404,39.8496
126986628,11648220|3992280,11648220,3992280,-97.57,116.4822,39.9228
19190785,11667180|4026560,11667180,4026560,-87.27,116.6718,40.2656
126944651,11634980|4002180,11634980,4002180,-94.47,116.3498,40.0218
18587906,11610620|3971920,11610620,3971920,-100.86,116.1062,39.7192
20833537,11654060|3984300,11654060,3984300,-69.73,116.5406,39.843
20481281,11669520|3967100,11669520,3967100,-91.14,116.6952,39.671
22864075,11656700|4012980,11656700,4012980,-94.38,116.567,40.1298
24019658,11714160|4015980,11714160,4015980,-96.61,117.1416,40.1598
19413251,11673280|4032600,11673280,4032600,-80.77,116.7328,40.326
18587905,11610560|3972240,11610560,3972240,-87.48,116.1056,39.7224
19052545,11670440|3988500,11670440,3988500,-97.5,116.7044,39.885
23931083,11652000|4016280,11652000,4016280,-101.12,116.52,40.1628
22226635,11683560|4005400,11683560,4005400,-94.54,116.8356,40.054
127322499,11639260|3986920,11639260,3986920,-91.85,116.3926,39.8692
17970694,11631040|3997720,11631040,3997720,-74.28,116.3104,39.9772
24529865,11691260|3979920,11691260,3979920,-89.19,116.9126,39.7992
20948744,11649380|3986940,11649380,3986940,-88.43,116.4938,39.8694
22262731,11666800|4030520,11666800,4030520,-75,116.668,40.3052
22497994,11625440|3986840,11625440,3986840,-96.47,116.2544,39.8684
20503810,11682120|3981060,11682120,3981060,-87.41,116.8212,39.8106
20580354,11711160|4016500,11711160,4016500,-88.83,117.1116,40.165
20400898,11628980|3982640,11628980,3982640,-93.3,116.2898,39.8264
11235205,11633460|3982180,11633460,3982180,-88.1,116.3346,39.8218
19385603,11655080|4028300,11655080,4028300,-85.29,116.5508,40.283
24027339,11702000|4008200,11702000,4008200,-89.24,117.02,40.082
22415561,11702040|4014900,11702040,4014900,-98.51,117.0204,40.149
11057541,11662920|3970100,11662920,3970100,-98.61,116.6292,39.701
228085706,11673380|3990220,11673380,3990220,-82.63,116.7338,39.9022
19009285,11666040|3987980,11666040,3987980,-87.67,116.6604,39.8798
18902021,11639220|3986960,11639220,3986960,-83.55,116.3922,39.8696
24505291,11703860|4027100,11703860,4027100,-91.08,117.0386,40.271
18943745,11648840|3977260,11648840,3977260,-94.85,116.4884,39.7726
227202250,11646100|3997120,11646100,3997120,-87.33,116.461,39.9712
11049091,11652060|3976580,11652060,3976580,-90.06,116.5206,39.7658
19264017,11647860|3998740,11647860,3998740,-93,116.4786,39.9874
22432202,11642040|3983080,11642040,3983080,-90.2,116.4204,39.8308
25224395,11692480|4017240,11692480,4017240,-103.48,116.9248,40.1724
226605770,11642780|3990740,11642780,3990740,-85.28,116.4278,39.9074
23896522,11679800|4006280,11679800,4006280,-94.88,116.798,40.0628
20739843,11653320|4000080,11653320,4000080,-99.19,116.5332,40.0008
4429059,11644200|3975980,11644200,3975980,-82.9,116.442,39.7598
22745300,11637020|4008060,11637020,4008060,-83.81,116.3702,40.0806
23932362,11680680|4018940,11680680,4018940,-104.36,116.8068,40.1894
19219207,11648900|3997980,11648900,3997980,-85.45,116.489,39.9798
22183371,11654400|4028260,11654400,4028260,-83.56,116.544,40.2826
227284683,11639400|3983020,11639400,3983020,-78.17,116.394,39.8302
22265547,11665140|4035580,11665140,4035580,-92.39,116.6514,40.3558
4429058,11644280|3975880,11644280,3975880,-89.01,116.4428,39.7588
22414537,11708980|4008640,11708980,4008640,-94.53,117.0898,40.0864
25310922,11660800|3991880,11660800,3991880,-97.62,116.608,39.9188
23019477,11649780|4016700,11649780,4016700,-93.56,116.4978,40.167
20946440,11647940|3999680,11647940,3999680,-91.88,116.4794,39.9968
23034307,11663980|4010660,11663980,4010660,-100.62,116.6398,40.1066
20799490,11679160|4020080,11679160,4020080,-93.75,116.7916,40.2008
129142917,11639480|3982960,11639480,3982960,-77.86,116.3948,39.8296
25243092,11663680|4029800,11663680,4029800,-96.25,116.6368,40.298
126957187,11651040|3989180,11651040,3989180,-93.3,116.5104,39.8918
20913667,11653660|3997300,11653660,3997300,-92.17,116.5366,39.973
19404034,11660500|4012140,11660500,4012140,-102.99,116.605,40.1214
24013259,11704260|4016240,11704260,4016240,-99.3,117.0426,40.1624
22278346,11705500|4006960,11705500,4006960,-89.39,117.055,40.0696
22858492,11653380|4024700,11653380,4024700,-91.62,116.5338,40.247
23961803,11638440|3974220,11638440,3974220,-97.2,116.3844,39.7422
18949121,11657720|3991020,11657720,3991020,-99.78,116.5772,39.9102
19052555,11670940|3987940,11670940,3987940,-108.71,116.7094,39.8794
20598018,11678560|3972140,11678560,3972140,-96.52,116.7856,39.7214
226521565,11595000|4048400,11595000,4048400,-91.24,115.95,40.484
20862978,11658100|4025540,11658100,4025540,-96.33,116.581,40.2554
22415562,11702100|4014180,11702100,4014180,-82.78,117.021,40.1418
23030987,11655440|4017860,11655440,4017860,-102.51,116.5544,40.1786
22870219,11658740|3983840,11658740,3983840,-96.05,116.5874,39.8384
127404164,11613140|3973480,11613140,3973480,-91.64,116.1314,39.7348
24515275,11696260|4006120,11696260,4006120,-95.18,116.9626,40.0612
17932290,11633920|3993160,11633920,3993160,-85.96,116.3392,39.9316
24520900,11712320|4016360,11712320,4016360,-104.8,117.1232,40.1636
20859139,11648920|4019600,11648920,4019600,-90.5,116.4892,40.196
20575233,11716920|4012600,11716920,4012600,-92.28,117.1692,40.126
22815683,11662600|4026780,11662600,4026780,-100.79,116.626,40.2678
127118468,11677740|4028100,11677740,4028100,-103.73,116.7774,40.281
20598018,11678760|3972180,11678760,3972180,-98.18,116.7876,39.7218
22294731,11711340|4016460,11711340,4016460,-92,117.1134,40.1646
23914443,11665680|4017620,11665680,4017620,-97.79,116.6568,40.1762
227356875,11644440|3991920,11644440,3991920,-76.55,116.4444,39.9192
19081733,11637780|3996760,11637780,3996760,-101.26,116.3778,39.9676
19034370,11717000|4012620,11717000,4012620,-90.82,117.17,40.1262
22325462,11641380|3979740,11641380,3979740,-101.45,116.4138,39.7974
20626434,11657380|3976160,11657380,3976160,-99.41,116.5738,39.7616
22432202,11642420|3983560,11642420,3983560,-97.01,116.4242,39.8356
23928009,11696060|4014820,11696060,4014820,-96.73,116.9606,40.1482
127019651,11657540|3995680,11657540,3995680,-99.25,116.5754,39.9568
22562251,11601140|3959260,11601140,3959260,-76.66,116.0114,39.5926
18816268,11651060|3986640,11651060,3986640,-96.53,116.5106,39.8664
4299521,11643580|3993320,11643580,3993320,-77.32,116.4358,39.9332
11057541,11662900|3970180,11662900,3970180,-88,116.629,39.7018
19140872,11638160|3997540,11638160,3997540,-91.09,116.3816,39.9754
127782275,11642300|3983060,11642300,3983060,-83.01,116.423,39.8306
129837699,11640960|3970400,11640960,3970400,-102.98,116.4096,39.704
127009155,11654380|3995560,11654380,3995560,-101.92,116.5438,39.9556
20532226,11683300|3974060,11683300,3974060,-96.62,116.833,39.7406
226813385,11663560|4012900,11663560,4012900,-86.08,116.6356,40.129
23110345,11700620|4006940,11700620,4006940,-84.77,117.0062,40.0694
25221835,11653580|4024580,11653580,4024580,-92.07,116.5358,40.2458
23078858,11669420|3967020,11669420,3967020,-93.57,116.6942,39.6702
23024586,11660440|4011940,11660440,4011940,-104.64,116.6044,40.1194
23215051,11672200|3969200,11672200,3969200,-88.29,116.722,39.692
23078858,11669040|3966600,11669040,3966600,-86.44,116.6904,39.666
22296011,11728800|4017760,11728800,4017760,-95.04,117.288,40.1776
19452931,11670000|4004660,11670000,4004660,-95.88,116.7,40.0466
20463618,11718700|4014460,11718700,4014460,-89.59,117.187,40.1446
127782275,11642380|3983100,11642380,3983100,-92,116.4238,39.831
127776133,11679860|3972460,11679860,3972460,-100.09,116.7986,39.7246
23110345,11700640|4006960,11700640,4006960,-81.39,117.0064,40.0696
127032197,11662420|3998340,11662420,3998340,-102.19,116.6242,39.9834
228085706,11673980|3990180,11673980,3990180,-84.38,116.7398,39.9018
226790089,11643900|3998580,11643900,3998580,-84.86,116.439,39.9858
20779777,11662640|3998940,11662640,3998940,-101.2,116.6264,39.9894
18961153,11711520|4015620,11711520,4015620,-99.5,117.1152,40.1562
25223882,11678120|4027560,11678120,4027560,-99.24,116.7812,40.2756
24027339,11702000|4008220,11702000,4008220,-91.42,117.02,40.0822
20335874,11651120|3973420,11651120,3973420,-100.45,116.5112,39.7342
19034370,11716960|4012520,11716960,4012520,-93.71,117.1696,40.1252
22801875,11717120|4050700,11717120,4050700,-100.34,117.1712,40.507
22815434,11661440|4029060,11661440,4029060,-92.25,116.6144,40.2906
24013259,11704220|4016320,11704220,4016320,-96.07,117.0422,40.1632
20507649,11678720|3972180,11678720,3972180,-89.58,116.7872,39.7218
20864003,11671440|4005560,11671440,4005560,-91.59,116.7144,40.0556
20742915,11659400|4001800,11659400,4001800,-101.94,116.594,40.018
23920075,11652500|4019540,11652500,4019540,-99.54,116.525,40.1954
22221513,11653640|4024580,11653640,4024580,-82.02,116.5364,40.2458
11049091,11651840|3976500,11651840,3976500,-90.91,116.5184,39.765
18901525,11639160|3990640,11639160,3990640,-82.4,116.3916,39.9064
22054602,11654540|3984420,11654540,3984420,-99.71,116.5454,39.8442
24522699,11705500|4019180,11705500,4019180,-87.8,117.055,40.1918
4421635,11648800|3980420,11648800,3980420,-84.74,116.488,39.8042
126944651,11634900|4002280,11634900,4002280,-94.48,116.349,40.0228
228504265,11658580|3990820,11658580,3990820,-79.41,116.5858,39.9082
127392388,11612900|3973880,11612900,3973880,-86.92,116.129,39.7388
20833537,11654200|3984420,11654200,3984420,-85.45,116.542,39.8442
19387393,11683540|4047320,11683540,4047320,-103,116.8354,40.4732
10694020,11630660|3984060,11630660,3984060,-90.76,116.3066,39.8406
22414282,11714220|4012980,11714220,4012980,-90.71,117.1422,40.1298
20867586,11666780|4000720,11666780,4000720,-95,116.6678,40.0072
23143114,11639880|3973440,11639880,3973440,-82.15,116.3988,39.7344
22262986,11664240|4032180,11664240,4032180,-76.5,116.6424,40.3218
20867586,11666760|4000580,11666760,4000580,-107.17,116.6676,40.0058
18562819,11624260|3984900,11624260,3984900,-90.67,116.2426,39.849
129804419,11708980|4016000,11708980,4016000,-100.14,117.0898,40.16
20616978,11670220|3988600,11670220,3988600,-93.72,116.7022,39.886
227159243,11641540|3998400,11641540,3998400,-92.86,116.4154,39.984
23898059,11686420|4005200,11686420,4005200,-101.5,116.8642,40.052
